id,title,venue,authors,year,abstract,citations,influential_citations
https://openalex.org/W4385688303,Artificial Intelligence for next generation cybersecurity: The AI4CYBER framework,ARES (Validação DBLP),"Eider Iturbe, Erkuden Rios, Angel Rego, Nerea Toledo",2023,"Artificial Intelligence (AI) is playing a crucial role both in the technological advances and emerging advanced threats in cybersecurity. Despite efforts by competent authorities in Europe to regulate the use of AI in a way that aligns with the ethics and individuals’ fundamental rights, there are still challenges to be tackled, not to mention the malicious use of AI by cybercriminals. In this paper we present a novel framework that is composed of innovative cybersecurity services that leverage AI to provide support in the management of the incident response and recovery lifecycle of the critical entities’ systems against advanced attacks. The paper describes the main components and architecture of the AI4CYBER framework and provides a clear understanding of the application of the autonomous intelligent cybersecurity services and their role in enforcing defensive actions throughout the entire lifecycle of the systems.",21,21
https://openalex.org/W4385713428,Digital Twin-Enhanced Incident Response for Cyber-Physical Systems,ARES (Validação DBLP),"David S. Allison, Paul Smith, Kieran McLaughlin",2023,"Cyber-physical systems underpin many of our society’s critical infrastructures. Ensuring their cyber security is important and complex. A major activity in this regard is cyber security incident response, whose primary goal is to detect and mitigate cyber-attacks in order to ensure the continuity and resilience of services. For cyber-physical systems this is particularly challenging because it requires insights both from the cyber and physical (process) domains and the engagement of stakeholders that are not strictly concerned with cyber security. A technology that is receiving a lot of attention are digital twins – virtual representations of real-world (cyber-physical) systems. They can be used to support tasks such as estimating the state of a system and exploring the consequences of interventional activities (e.g., upgrades).",21,21
https://openalex.org/W4385713380,Adversarial Machine Learning Attacks on Multiclass Classification of IoT Network Traffic,ARES (Validação DBLP),"Vasileios Pantelakis, Panagiotis Bountakas, Aristeidis Farao, Christos Xenakis",2023,"Machine Learning-based Intrusion Detection Systems have been proven to be very effective in the protection of IoT Networks. However, the expansion of Adversarial Machine Learning attacks threatens their efficacy affecting also the security of IoT networks. Thus, this paper proposes a Machine Learning-driven methodology for multiclass classification of cyber-attacks in IoT networks and investigates the robustness of the Machine and Deep Learning classifiers against several well-known Adversarial Machine Learning attacks (JSMA, FGSM, DeepFool). Moreover, the effectiveness of the Adversarial Training defense method has been studied in tackling Adversarial Machine Learning attacks. The proposed methodology was evaluated using a new and large IoT dataset (IoTID20) and the experimental results concluded that the Random Forest classifier can classify the cyber-attacks with high classification accuracy (99.9%) as well as the JSMA, FGSM, and DeepFool attacks can significantly reduce the performance of all the classifiers. Finally, based on the evaluation adversarial training can overall enhance the classifiers’ robustness against all the utilized Adversarial Machine Learning attacks without affecting the performance when only normal samples are present.",17,17
https://openalex.org/W4385713496,On Deploying Quantum-Resistant Cybersecurity in Intelligent Infrastructures,ARES (Validação DBLP),"Lukáš Malina, Patrik Dobiáš, Jan Hajný, Kim‐Kwang Raymond Choo",2023,"As quantum-safe algorithms are increasingly implemented in security protocols used in current and emerging digital services, there is also a corresponding need to map the current state of security protocols and applications and their preparedness for the post-quantum era. In this paper, we review current security recommendations, existing security libraries, and the support of Post-Quantum Cryptography (PQC) in widely-used security protocols. We also present a practical assessment of recently selected PQC algorithms by the National Institute of Standards and Technologies (NIST) PQC standardization on typical platforms that can be deployed in intelligent infrastructures (e.g., smartphones and single-boards), and recently recommended hash-based signatures for software/firmware signing. Finally, we discuss how incoming post-quantum migration affects selected areas in intelligent infrastructures.",16,16
https://openalex.org/W4385692141,"Tactics, Techniques and Procedures of Cybercrime: A Methodology and Tool for Cybercrime Investigation Process",ARES (Validação DBLP),"G. Sarkar, Hardeep Singh, Subodh Kumar, Sandeep K. Shukla",2023,"Individuals, organizations and nation-states are increasingly falling victim to cyberattacks. A lot of research on how to understand the modus operandi of a cyber attacker through the MITRE ATT&CK framework, CAPEC enumeration and various cyber kill chain frameworks has been available for cyber incident responders for both pre-attack defensive posture preparation as well as post-attack mapping of the indicators. Cybercrime, on the other hand, has a very different set of motives, majorly financial, but also impersonation, harassment and hate crimes, which are targeted mostly towards individuals who are vulnerable. Investigative officers in cyber cells around the world use various investigative processes in their attempt to solve a cybercrime incident, detect the criminal(s), recover the lost money, shut down the accounts of perpetrators, or bring down the cyber-criminal gangs involved in reported cybercrime incidents. However, to the best of our knowledge, there is no framework to map the cybercrime incident narratives to the tactics, techniques and procedures (TTPs) used by cybercriminals, nor are the processes used by cybercrime investigating officers mapped to such TTPs to create a systematic modus operandi for the investigators to solve a cybercrime, cluster multiple crime incidents as attributable to a specific cybercrime operator, or systematically map a set of evidence collected to a pattern of TTPs. In this paper, we present a TTP-based framework for classified cybercrimes to formulate a comprehensive strategy for cybercrime interpretation and action recommendations for law enforcement officers, which can be used as a reference point to establish targeted threat models and incident response methodologies for cybercrime investigations.",15,15
https://openalex.org/W4385692400,Cheaper than you thought? A dive into the darkweb market of cyber-crime products,ARES (Validação DBLP),"Dimitrios Georgoulias, Ricardo Yaben, Emmanouil Vasilomanolakis",2023,"The darkweb is nowadays considered a very popular place to sell and buy illegal cyber-crime related content. From botnet services and malware, to user data such as credit card information and passwords, darkweb marketplaces offer ease of use, product variety, and most importantly effective anonymity to both buyers and vendors. In this paper, we crawl 8 popular darkweb marketplaces and perform a comprehensive quantitative analysis with a focus on cyber-crime related products. Moreover, we report some preliminary findings when examining the same marketplaces through their I2P mirrors. Our results suggest that overall there is a multitude of products that fall into the cyber-crime category, with products under the Fraud category dominating the market, and that the average cyber-crime products’ price is relatively low. Furthermore, we explore how the vendors of this specific product group are distributed across platforms, utilizing harvested information such as usernames and PGP keys, and investigate how their reputation scores affect their operation.",12,12
https://openalex.org/W4385692431,Securing Data Exchange in the Convergence of Metaverse and IoT Applications,ARES (Validação DBLP),"Rizwan Patan, Reza M. Parizi",2023,"The convergence of Metaverse and Internet of Things (IoT) presents new opportunities for exchanging data, but it also introduces unprecedented security challenges. With the proliferation of IoT devices, the risk of unauthorized access and data breaches is on the rise, posing significant threats to data confidentiality and integrity. To address these challenges and protect user privacy, comprehensive security solutions are essential. We propose the SafeMetaNet approach, which combines proximity-based authentication, encryption, and blockchain technology to establish secure data exchange in the IoT-Metaverse convergence. SafeMetaNet ensures data confidentiality and integrity through encryption and establishes a tamper-proof record of data exchange using blockchain technology. We evaluated the approach’s performance using various metrics, including latency, throughput, and two security metrics: data confidentiality and data integrity, and compared it with existing approaches. Our findings show that SafeMetaNet outperforms existing approaches, providing improved security. SafeMetaNet is a promising solution for secure data exchange in the IoT-Metaverse convergence.",12,12
https://openalex.org/W4385713418,Interactive Environment for Effective Cybersecurity Teaching and Learning,ARES (Validação DBLP),"Willi Lazarov, Tomas Stodulka, Tiina Schafeitel‐Tähtinen, Marko Helenius, Zdeněk Martinásek",2023,"Cybersecurity affects all users to some extent, and it is essential to raise awareness about potential cybersecurity risks and improve practical skills from an early stage of their education. This paper addresses these aspects and discusses the research, design, and implementation of a platform for effective cybersecurity teaching and learning. Our main contribution is the creation of an interactive environment with the easy-to-use execution and management of educational and training scenarios. Our solution is tailored for multi-level education, as well as small to medium-sized institutions, and we have validated its effectiveness through several test sessions conducted with university and high school students. In addition, the paper presents selected preliminary results from the testing performed and an overall evaluation of the environment.",10,10
https://openalex.org/W4385688161,The DYNABIC approach to resilience of critical infrastructures,ARES (Validação DBLP),"Erkuden Rios, Eider Iturbe, Angel Rego, Nicolas Ferry, Jean‐Yves Tigli, Stéphane Lavirotte, Gérald Rocher, Phu Nguyen, Hui Song, Rustem Dautov, Wissam Mallouli, Ana Cavalli",2023,"With increasing interdependencies and evolving threats, maintaining operational continuity in critical systems has become a significant challenge. This paper presents the DYNABIC (Dynamic business continuity of critical infrastructures on top of adaptive multi-level cybersecurity) approach as a comprehensive framework to enhance the resilience of critical infrastructures. The DYNABIC approach provides the resilience enhancement through dynamic adaptation, automated response, collaboration, risk assessment, and continuous improvement. By fostering a proactive and collaborative approach to resilience, the DYNABIC framework empowers critical infrastructure sectors to effectively mitigate disruptions and recover from incidents. The paper explores the key components and architecture of the DYNABIC approach and highlights its potential to strengthen the resilience of critical infrastructures using the concept of Digital Twins in the face of evolving threats and complex operating environments involving cascading effects.",10,10
https://openalex.org/W4385687876,Privacy Impact Assessment of Cyber Attacks on Connected and Autonomous Vehicles,ARES (Validação DBLP),"Sakshyam Panda, Emmanouil Panaousis, George Loukas, Konstantinos Kentrotis",2023,"Connected and autonomous vehicles (CAVs) are vulnerable to security gaps that can result in serious consequences, including cyber-physical and privacy risks. For example, an attacker can reconstruct a vehicle’s location trajectory by knowing the speed and steering wheel position of the vehicle. Such inferences not only lead to safety issues but also significantly threaten privacy. This paper assesses the privacy impacts of cyber threats on vehicular networks. We augment the Privacy Risk Assessment Methodology (PRAM), proposed by the National Institute of Standards and Technology, with cyber threats, with cyber threats, which are, in practice, mapped to PRAM impact metrics. We demonstrate the practical application of the enhanced PRAM methodology through a use case that highlights attacks leading to privacy risks in CAVs. The consideration of cyber attacks for privacy risk assessment addresses a major gap in current practices, which is to integrate privacy risk into cyber risk management.",9,9
https://openalex.org/W4385688300,IoT Network Attack Detection: Leveraging Graph Learning for Enhanced Security,ARES (Validação DBLP),"Mohamed‐Lamine Messai, Hamida Seba",2023,"IoT networks are the favorite target of cybercriminals. With more and more connected IoT devices, IoT networks offer large attack surface. There are many potential entry points for cybercriminals in these networks. Hence, attack detection is an essential part of securing IoT networks and protecting them against the potential harm or damage that can result from successful attacks. In this paper, we propose a graph-based framework for detecting attacks in IoT networks. Our approach involves constructing an activity graph to represent the networking events occurring during a monitoring window. This graph is a rich attributed graph capturing both structure and semantic features from the network traffic. Then, we train a neural network on this graph to distinguish between normal activities and attacks. Our preliminary experiments show that our approach is able to accurately detect a large range of attacks when the size of the monitoring window is correctly set.",9,9
https://openalex.org/W4385713516,The Age of fighting machines: the use of cyber deception for Adversarial Artificial Intelligence in Cyber Defence,ARES (Validação DBLP),"David Antunes, Salvador Llopis Sánchez",2023,"Cyber deception has emerged as a valuable technique in the field of cybersecurity, closely linked with adversarial Artificial Intelligence. In an era of pervasive automation, it is getting prominence as a research topic aimed at understanding how novel machine learning algorithms can be deceived using adversarial attacks that exploit vulnerabilities of their models. To this end, the paper describes the state-of-the-art of cyber deception for adversarial AI purposes, focusing on its benefits, challenges, and advanced techniques. In addition, this exploratory research attempts to extend its applicability to the fact that an appropriate and timely discovery of adversarial plans and associated actions may enhance own cyber resilience by introducing analytical findings of the adversary's intent into decision-making for cyber situational awareness. The study of adversarial thinking is as old as history and is one of the most relevant subjects rapidly incorporated into the operational planning process – a methodology to understand the operational environment. Adversarial knowledge is used for adapting own cyber defences in response to the cyber threat landscape.",8,8
https://openalex.org/W4385688327,A Generic IoT Quantum-Safe Watchdog Timer Protocol,ARES (Validação DBLP),"Michael Eckel, T. Gutsche, Hagen Lauer, André Rein",2023,"This paper presents a quantum-safe watchdog timer protocol designed and implemented using various quantum-safe digital signature algorithms. The protocol is specifically tailored to be used in the context of the Internet of Things (IoT) to address the security risks posed by quantum computing to classical protocols. Our approach replaces the classical protocol with a quantum-safe watchdog timer protocol, which ensures that an IoT device’s communication channels remain secure from adversarial attacks.",6,6
https://openalex.org/W4385688044,Multi-Attribute Decision Making-based Trust Score Calculation in Trust Management in IoT,ARES (Validação DBLP),"Michail Bampatsikos, Ilias Politis, Vaios Bolgouras, Christos Xenakis",2023,"The proliferation of IoT networks across various sectors necessitates robust Trust Management mechanisms for secure and reliable operations. This paper proposes a Multi-Attribute Decision Making (MADM)-based approach for trust score calculation in IoT Trust Management. This solution addresses limitations of existing methods by considering multiple attributes and providing a comprehensive evaluation of trustworthiness. The methodology computes a device's trust score by integrating factors such as Cyber Risk, Ease of Access, and Security Level using a weighted sum-based calculation. The Analytical Hierarchy Process (AHP) to determine the factors’ weights is utilized, contributing a novel approach to IoT Trust Management. Furthermore, this approach includes dynamic trust score updates throughout the device's lifetime, accommodating changes in the device's Cyber Risk for accurate trust assessment. A trust score penalization mechanism for devices below a predefined threshold is also introduced, enabling prompt risk mitigation. A simulated assessment, considering varying numbers of IoT devices, evaluates the effectiveness of the proposed methodology. By addressing limitations and introducing innovative components, the proposed MADM-based approach enhances security, reliability, and overall performance of IoT networks. This research advances trust management in IoT and provides valuable insights for developing secure and trustworthy IoT ecosystems.",5,5
https://openalex.org/W4385688066,An inclusive Lifecycle Approach for IoT Devices Trust and Identity Management,ARES (Validação DBLP),"Konstantinos Loupos, Harris Niavis, Fotis Michalopoulos, George Misiakoulis, Antonio Skármeta, Jesús García-Rodríguez, Angel Palomares, Hui Song, Rustem Dautov, Francesca Giampaolo, Rosella Omana Mancilla, Francesca Costantino, Dimitri Van Landuyt, Sam Michiels, Stefan More, Christos Xenakis, Michail Bampatsikos, Ilias Politis, Konstantinos Krilakis, Sokratis Vavilis",2023,"ERATOSTHENES is an EC, co-funded, research project strongly considering modern security challenges in the domain of Internet of Things in mind of their huge penetration into our day to day lives. There are a series of recent challenges that recently have been converted into obstacles or risk points that could block the secure operation of IoT networks in all day to day activities, from home to office, to leisure and security. These include examples such as the highly increased number of connected devices (at all network levels) that are on top forming inhomogeneous networks and systems of systems. Different vendor characteristics further increase the attack surface that is expected to further rise in the upcoming years. Such, highly critical, characteristics, dramatically increase the needs for confidentiality access control, user and things’ privacy, devices’ trustworthiness and compliance that require lifecycle considerations. The ERATOSTHENES project orchestrates a novel distributed, automated, auditable, yet privacy-respectful, Trust and Identity Management Framework and Reference Architecture with the ultimate scope to dynamically and holistically manage IoT devices in a lifecycle approach, strengthening trust, identities, and resilience in the entire IoT ecosystem while supporting the enforcement of the NIS directive, GDPR and Cybersecurity Act. This publication describes the ERATOSTHENES technical concept and reference architecture as well as design considerations, architecture characteristics, connectivity and interoperability.",4,4
https://openalex.org/W4385713395,Why Mary Can Hack: Effectively Introducing High School Girls to Cybersecurity,ARES (Validação DBLP),"Gabriele Costa, Silvia De Francisci, Serenella Valiani, P. Prinetto",2023,"The gender gap is one of the main concerns in the IT sector, in general, and in cybersecurity, in particular. Although well known, the problem is multifaceted and some of its root causes may be found in the education system. In the last years, many initiatives have been proposed targeting high-school students that might be interested in cybersecurity. Many of these programs rely on capture-the-flag (CTF) competitions to gradually form technical skills in an entertaining way. Despite these efforts, however, the number of girls that attend and complete these programs is still often unsatisfactory.",6,6
https://openalex.org/W4384744058,PLC Logic-Based Cybersecurity Risks Identification for ICS,ARES (Validação DBLP),"Mike Da Silva, Maxime Puys, Pierre-Henri Thevenon, Stéphane Mocanu",2023,"In recent years, Informational Technologies (IT) was massively deployed into Industrial Control Systems (ICS) mainly for its economic benefits. However, this new paradigm, converging IT and Operational Technologies (OT), brings new challenges that companies need to face. Historically, ICS had to cope with safety requirements which ensure the protection of people, environment, and assets. Now, ICS must deal with additional threats, coming from cyberattacks, in order to maintain safety. For that purpose, it becomes essential to develop new cybersecurity technologies and methodologies that allow to assess the safety of ICS against cyberattacks.",4,4
https://openalex.org/W4385688070,Linux-based IoT Benchmark Generator For Firmware Security Analysis Tools,ARES (Validação DBLP),"Dairo de Ruck, Victor Goeman, Michiel Willocx, Jorn Lapon, Vincent Naessens",2023,"There is a growing interest of IoT manufacturers to incorporate firmware analysis tools in their development pipeline to evaluate the security of new embedded devices. This has the advantage of discovering security issues before the device is marketed. However, each device has its own design, including different architectures, services and communication protocols, programmed and configured in different programming languages. This diversity results in potentially complete categories of vulnerabilities discarded by the firmware security analysis tools. Hence, a positive outcome of such tools may result in incorrect conclusions.",4,4
https://openalex.org/W4385688102,IoT Security Seminar: Raising Awareness and Sharing Critical Knowledge,ARES (Validação DBLP),"Victor Goeman, Dairo de Ruck, Ilse Bohé, Jorn Lapon, Vincent Naessens",2023,"The security of the Internet of Things (IoT) devices has become a major concern as the number of connected devices continues to increase. Despite this concern, there is a lack of training opportunities to educate IoT developers on security measures. While there are ample ICT and Network Management courses for developers, there is a lack of security courses scoped for this audience. One of the reasons is that raising cybersecurity awareness and increasing the security expertise of developers presents a significant challenge due to the complexity of IoT security.",4,4
https://openalex.org/W4385692288,Towards Grammatical Tagging for the Legal Language of Cybersecurity,ARES (Validação DBLP),"Gianpietro Castiglione, Giampaolo Bella, Daniele Francesco Santamaria",2023,"Legal language can be understood as the language typically used by those engaged in the legal profession and, as such, it may come both in spoken or written form. Recent legislation on cybersecurity obviously uses legal language in writing, thus inheriting all its interpretative complications due to the typical abundance of cases and sub-cases as well as to the general richness in detail. This paper faces the challenge of the essential interpretation of the legal language of cybersecurity, namely of the extraction of the essential Parts of Speech (POS) from the legal documents concerning cybersecurity.",4,4
https://openalex.org/W4385713357,Enhancing Cybersecurity Education in Europe: The REWIRE’s Course Selection Methodology,ARES (Validação DBLP),"Alan Briones, Sara Ricci, Argyro Chatzopoulou, Jakub Čegan, Petr Dzurenda, Ioannis KOUTOUDİS",2023,"The European Cybersecurity Skills Framework (ECSF) was introduced by the European Union Agency for Cybersecurity (ENISA) to identify the necessary competencies, knowledge, and skills required for European cybersecurity professionals. The ECSF condenses all cybersecurity-related positions into 12 role profiles, aiming to establish a mutual understanding of essential roles and support the creation of cybersecurity training programs. In order to address the shortage of cybersecurity experts, a multi-criteria selection method is developed to increase the availability, accessibility, and quality of cybersecurity courses and certifications. This Course Selection methodology ensures high-quality training materials that meet the current and future needs of the cybersecurity industry and benefit a wide range of participants. The methodology considers six criteria and provides a scoring system to rank the occupational profiles and select the most relevant profiles for the course design. Our final score formula identifies Chief Information Security Officer (CISO), Cyber Incident Responder, Cyber Threat Intelligence Specialist, and Penetration Tester for the Course creation.",3,3
https://openalex.org/W4385692317,DJM-CYBER: A Joint Master in Advanced Cybersecurity,ARES (Validação DBLP),"Yianna Danidou, Sara Ricci, Antonio Skármeta, Jiří Hošek, Stefano Zanero, Imre Lendák",2023,Various publicly available studies show that millions of cybersecurity experts are missing worldwide. One possible way to tackle the workforce gap is with tailored higher education programmes. The goal of this paper is to present the relevant projects and frameworks of the European Union which can guide the development of novel cybersecurity education offerings. We describe the most relevant and freely available tools and test them in the development of a joint Master study programme to be offered by a consortium of five European universities. We show that these tools allow educators and study programme developers to map their outputs to the European Cybersecurity Framework developed by the ENISA and other similar frameworks. We complete our work with a detailed analysis of a joint cybersecurity master programme consisting of four innovative and distinctly different tracks.,2,2
https://openalex.org/W4385713355,The Curation Mechanism for the Czech National Qualifications Framework in Cybersecurity,ARES (Validação DBLP),"František Kasl, Pavel Loutocký, Jakub Vostoupal",2023,"The cybersecurity field is a fast-paced, ever-changing, and complex environment. Society’s growing dependency on ICT combined with the rising number and seriousness of cyber threats emphasizes the need for a sufficient number of cybersecurity experts, who are, at the moment, still pretty scarce. Furthermore, the lack of common methodology, understanding of individual cybersecurity work roles, and the disparate perspectives of cybersecurity stakeholders from diverse backgrounds (academia, public entities, private sector) further hinder any long-term solutions. In our previous contributions, we presented the National Qualifications Framework in Cybersecurity, which could provide a solution for a sufficiently up-to-date, broad, and granular taxonomy of skills requirements for existing and future cybersecurity work roles that could mitigate this problem. The Platform, including the curation mechanism, was created for this Framework to be easy to navigate, administer, update and flexible. This enabled further utilization (and possibly even development) of the available inputs and synergies from existing qualification frameworks, such as the NICE Framework and the European Cybersecurity Skills Framework. In this article, we introduce and analyze the curation mechanism and the challenges of navigating cybersecurity qualification frameworks and producing a sufficient UI. Primarily we focus on the specific functions of the curation mechanism, e.g., the feedback collection and Framework updates, which could be adapted even for other framework content or languages and thereby implemented in parallel solutions. Therefore, we present the Platform, including the curation mechanism, as a dynamic common reference tool for cybersecurity workforce requirements.",2,2
https://openalex.org/W4385713422,Identification and Evaluation of Cyber-Physical Threats on Interdependent Critical Infrastructures,ARES (Validação DBLP),"Sandra König, Abdelkader Magdy Shaaban, Tamara Hadjina, Klemen Gregorc, Albert Kutej",2023,"Increasing interdependencies between critical infrastructures and digitization increase the vulnerability to cyber-attacks and cyber-physical attacks. Incidents have multiple direct and indirect consequences, including cascading effects, and a formal analysis is strongly recommended to understand these effects. This paper shows how threat identification and impact evaluation for interdependent critical infrastructures can be supported by two existing tools. The approach is illustrated with an example based on a running EU project.",4,4
https://openalex.org/W4385688101,PRAETORIAN: A Framework for the Protection of Critical Infrastructures from advanced Combined Cyber and Physical Threats,ARES (Validação DBLP),"Lazaros Papadopoulos, Antonios Karteris, Dimitrios Soudris, Eva Muñoz, Juan José Hernández-Montesinos, Stéphane Paul, Nicolas Museux, Sandra Kuenig, Manuel Egger, Stefan Schauer, Javier Hingant, Tamara Hadjina",2023,"Combined cyber and physical attacks on Critical Infrastructures have disastrous consequences on economies and in social well-being. Protection and resilience of CIs under combined attacks is challenging due to their complexity, reliance on ICT systems and the interdependences between different types of CIs. The PRAETORIAN framework was designed to address these challenges, by integrating components responsible for detecting both cyber and physical threats. Additionally, it forecasts how the combined attacks will evolve and their cascading effects on interdependent CIs. The PRAETORIAN framework was demonstrated based on a realistic scenario in the Zagreb airport, combining both physical and cyber attacks.",3,3
https://openalex.org/W4385713412,Dynamic Cybersecurity Curriculum Optimization Method (DyCSCOM),ARES (Validação DBLP),"Marko Zivanovic, Imre Lendák, Ranko Popović",2023,"Demand for cybersecurity experts is high, driven by the increasing digitization of society and increasing number of sophisticated, targeted cyber attacks. Despite this pressing need, a significant shortfall in the number of cybersecurity experts remains due to very diverse landscape of knowledge and complex curriculum accreditation process. In this paper, we present a new model for curriculum analysis and adjustment that addresses entire curricula or course material. It employs machine learning and text-mining techniques for keyword extraction and further comparison with reference skills frameworks. The analysis illustrates a new measurement that quantifies coverage of cybersecurity role and its importance within curriculum based on keyword matching. The case study was conducted with university curricula from Europe and North America. The results illustrate curriculum coverage according to the ENISA's European Cybersecurity Skills Framework (ECSF) roles and optimization progress after our method application.",3,3
https://openalex.org/W4400977098,Comparison of Multiple Feature Selection Techniques for Machine Learning-Based Detection of IoT Attacks,ARES (Validação DBLP),"Viet Anh Phan, Jan Jeřábek, Lukáš Malina",2024,"The Internet of Things (IoT) has become increasingly practical in applications such as smart homes, autonomous vehicles, and environmental monitoring. However, this rapid expansion has led to significant cybersecurity threats. Detecting these threats is critical, and while machine learning techniques are valuable, they struggle with high-dimensional data. Feature selection helps by reducing computational costs while maintaining model generalization. Selecting the most effective feature selection method is a crucial task. This research addresses this gap by testing five feature selection methods: Random Forest (RF), Recursive Feature Elimination (RFE), Logistic Regression (LR), XGBoost Regression (XGBoost), and Information Gain (IG) using the CIC-IoT 2023 dataset. It evaluates these methods when being used with five machine learning models: Decision Tree (DT), Random Forest (RF), k-Nearest Neighbors (k-NN), Gradient Boosting (GB), and Multi-layer Perceptron (MLP) using metrics like accuracy, precision, recall, and F1-score across three datasets. The results show that RFE, especially with the RF model, achieves the highest accuracy (99.57%) with 30 features. RF is the most stable, with accuracy from 83% to 99.56%. Additionally, the 5-feature scheme is best for implementing IDS on resource-limited IoT devices, with RFE paired with the k-NN model being the optimal combination.",13,13
https://openalex.org/W4400976785,AIAS: AI-ASsisted cybersecurity platform to defend against adversarial AI attacks,ARES (Validação DBLP),"Georgios Petihakis, Aristeidis Farao, Panagiotis Bountakas, Athanasia Sabazioti, John W. Polley, Christos Xenakis",2024,"The increasing integration of Artificial Intelligence (AI) in critical sectors such as healthcare, finance, and cybersecurity has simultaneously exposed these systems to unique vulnerabilities and cyber threats. This paper discusses the escalating risks associated with adversarial AI and outlines the development of AIAS. AIAS is a comprehensive, AI-driven security platform designed to enhance the resilience of AI systems against such threats. In addition, AIAS features advanced modules for threat simulation, detection, mitigation, and deception, using adversarial defense techniques, attack detection mechanisms, and sophisticated honeypots. The platform leverages explainable AI (XAI) to improve the transparency and effectiveness of threat countermeasures. Through meticulous analysis and innovative methodologies, AIAS aims to revolutionize cybersecurity defenses, enhancing the robustness of AI systems against adversarial attacks while fostering a safer deployment of AI technologies in critical applications. The paper details the components of the AIAS platform, explores its operational framework, and discusses future research directions for advancing AI security measures.",9,9
https://openalex.org/W4400976724,Evaluating Cybersecurity Risk: A Comprehensive Comparison of Vulnerability Scoring Methodologies,ARES (Validação DBLP),"Konstantina Milousi, Prodromos Kiriakidis, Notis Mengidis, Georgios Rizos, Mariana S. Mazi, Antonis Voulgaridis, Konstantinos Votis, Dimitrios Tzovaras",2024,"In the continuously evolving digital landscape, risk assessment represents an essential cornerstone in cybersecurity, crucial for the identification, evaluation and prioritization of potential threats and vulnerabilities within complex digital ecosystems. Vulnerability scoring systems play a pivotal role in this process by providing structured methodologies to quantify and qualify the severity and impact of vulnerabilities. This paper presents a comprehensive comparison of various vulnerability scoring systems approaches, examining their structures, methodologies, and unique attributes. Beginning with a review of the critical role of risk assessment in the dynamic cyber threat landscape, it emphasizes the fundamental significance of vulnerability scoring systems in risk evaluation. The selection criteria for the vulnerability scoring systems that are analyzed are clarified, focusing on justifying choices based on relevance and significance while considering parameters guiding their selection. A detailed analysis of the selected vulnerability scoring systems follows, delving into methodologies, metrics, and distinct characteristics, providing an in-depth understanding of their functionalities. Subsequently, a comparative evaluation of these systems is conducted, highlighting their respective strengths, weaknesses, and overall effectiveness in cybersecurity risk assessment, while benefits and drawbacks of each vulnerability scoring system are examined to offer a comprehensive perspective. The conclusions of this comparative study bring together the results, summarizing essential insights gathered through the analysis of the vulnerability scoring systems. Overall, this paper provides a structured evaluation of the available vulnerability scoring systems, offering valuable insights for professionals in the field of cybersecurity, as well as future research involved in vulnerability management and risk assessment.",6,6
https://openalex.org/W4400976737,"Evaluation of Cyber Situation Awareness - Theory, Techniques and Applications",ARES (Validação DBLP),"Georgi Nikolov, Axelle Perez, Wim Mees",2024,"In recent years the technology field has grown exponentially, bringing with it new possibilities, but also new threats. This rapid advancement has created fertile grounds for new sophisticated cyber attacks, exhibiting a high degree of complexity. In an ever evolving cyber landscape, organizations need to dedicate valuable resources in enhancing their understanding of emergent threats for the purposes of identification, analysis and mitigation. To accomplish this task, they rely on Cyber Situation Awareness (CSA), a framework designed for the purposes of managing the virtual environment. This is achieved through the perception and comprehension of the behaviors therein, be that benign or malicious, followed by modeling the future state of the environment based on the gathered information. In this paper, we will discuss how exactly the theory of Situation Awareness has been applied to the cyber domain. Further on, we will present various techniques used for handling the large quantity of complex data and managing the dynamic nature of the environment by Cyber Situation Operation Centers (CSOC) and discuss in detail a number of methodologies that have been designed for the evaluation of the level of CSA. Finally, we will provide specific examples of simulated scenarios for the application of the CSA assessment techniques.",4,4
https://openalex.org/W4400977152,Assessing the Impact of Large Language Models on Cybersecurity Education: A Study of ChatGPT's Influence on Student Performance,ARES (Validação DBLP),"Marc Ohm, Christian Bungartz, Felix Boes, Michael Meier",2024,"The popularity of chatbots to facilitate day-to-day business, including students and their study exercises, is on the rise. This paper investigates the extent and effects on the academic performance of students that leverage such tools. While many other approaches are hypothesized and discussed, we measure empirically. We recorded and compared the performance of cybersecurity students in weekly exercises and final exams over a period of three years. This allows us to have three groups with varying degrees of ChatGPT influence, namely no access, uncontrolled access, and controlled access. In an anonymous survey, we found that approximately 80% of our students utilize ChatGPT during the weekly assignments in 2023. However, none of them indicated this on their submission, despite it being a mandatory requirement. Through statistical analysis of achieved points in our sample groups, we identified that students perform similarly on the weekly assignments. However, their performance on the final examination deteriorates.",7,7
